2.03781e-1; 1.91560e-2
2.34967e-1; 2.03348e-2
3.09813e-1; 2.03348e-2
3.57527e-1; 1.76825e-2
3.77174e-1; 2.38711e-2
4.27696e-1; 1.85666e-2
5.06284e-1; 1.87631e-2
5.31545e-1; 1.67985e-2
5.99842e-1; 2.38711e-2
6.63461e-1; 2.15135e-2
6.82173e-1; 1.67985e-2
7.33629e-1; 1.69949e-2
7.53900e-1; 1.75843e-2
8.23445e-1; 2.38711e-2
8.33736e-1; 2.15135e-2
8.83322e-1; 3.76233e-2
8.93613e-1; 3.97844e-2
9.04372e-1; 4.56782e-2
9.49373e-1; 7.33792e-2
9.61910e-1; 8.54943e-2
9.71266e-1; 9.26324e-2
9.98398e-1; 1.45284e-1
1.00481e+0; 1.63976e-1
1.01430e+0; 1.88505e-1
1.02085e+0; 2.14831e-1
1.02646e+0; 2.38144e-1
1.03442e+0; 2.53730e-1
1.03676e+0; 2.72001e-1
1.04331e+0; 2.97345e-1
1.04424e+0; 3.12963e-1
1.04817e+0; 3.37187e-1
1.05266e+0; 3.45674e-1
1.05715e+0; 3.62098e-1
1.06875e+0; 3.54515e-1
1.07886e+0; 3.56047e-1
1.08821e+0; 3.69511e-1
1.09663e+0; 3.95902e-1
1.10318e+0; 4.05922e-1
1.11347e+0; 4.04285e-1
1.12470e+0; 4.03433e-1
1.13593e+0; 4.03433e-1
1.14435e+0; 4.04219e-1
