100
0.000000000000000000e+00 2.225072743253395213e+00
1.318053984349276675e-02 2.223731146270671477e+00
2.636107968698553350e-02 2.221732772889637442e+00
3.954161953047830025e-02 2.218731713340616807e+00
5.272215937397106700e-02 2.214620044996211679e+00
6.590269921746383375e-02 2.209383895760677952e+00
7.908323906095660050e-02 2.203059269757857930e+00
9.226377890444936725e-02 2.195710618107021173e+00
1.054443187479421340e-01 2.187414607152574408e+00
1.186248585914349007e-01 2.178246583950726567e+00
1.318053984349276675e-01 2.168271664760581530e+00
1.449859382784204342e-01 2.157541661504867925e+00
1.581664781219132010e-01 2.146095754087770313e+00
1.713470179654059677e-01 2.133961574931700689e+00
1.845275578088987345e-01 2.121151010313957919e+00
1.977080976523915012e-01 2.107653105594527787e+00
2.108886374958842680e-01 2.093432614461878671e+00
2.240691773393770347e-01 2.078443246037491754e+00
2.372497171828698015e-01 2.062665061532298783e+00
2.504302570263625682e-01 2.046137472750482189e+00
2.636107968698553350e-01 2.028951052460522320e+00
2.767913367133481017e-01 2.011213178266681112e+00
2.899718765568408685e-01 1.993010819450546034e+00
3.031524164003336352e-01 1.974394267258862801e+00
3.163329562438264020e-01 1.955395715995421391e+00
3.295134960873191687e-01 1.936054865377431877e+00
3.426940359308119355e-01 1.916429767744223245e+00
3.558745757743047022e-01 1.896588230299785627e+00
3.690551156177974690e-01 1.876584577661594366e+00
3.822356554612902357e-01 1.856444171921991071e+00
3.954161953047830025e-01 1.836164318258051376e+00
4.085967351482757692e-01 1.815724655698763179e+00
4.217772749917685360e-01 1.795103290577051203e+00
4.349578148352613027e-01 1.774297405742325529e+00
4.481383546787540695e-01 1.753335340468733072e+00
4.613188945222468362e-01 1.732260600027256014e+00
4.744994343657396030e-01 1.711111232086308220e+00
4.876799742092323697e-01 1.689929505848699387e+00
5.008605140527251365e-01 1.668760578793088811e+00
5.140410538962179032e-01 1.647589753983463634e+00
5.272215937397106700e-01 1.626283157700357140e+00
5.404021335832034367e-01 1.604602885921637467e+00
5.535826734266962035e-01 1.582280876725351559e+00
5.667632132701889702e-01 1.559118198021834489e+00
5.799437531136817370e-01 1.535033827980502474e+00
5.931242929571745037e-01 1.510030595909190643e+00
6.063048328006672705e-01 1.484154143627349098e+00
6.194853726441600372e-01 1.457483164814663112e+00
6.326659124876528040e-01 1.430136936257432989e+00
6.458464523311455707e-01 1.402284535469073390e+00
6.590269921746383375e-01 1.374135059157779892e+00
6.722075320181311042e-01 1.345911487531241235e+00
6.853880718616238710e-01 1.317826244391734569e+00
6.985686117051166377e-01 1.290064045846747387e+00
7.117491515486094045e-01 1.262770952965385884e+00
7.249296913921021712e-01 1.236051780603452110e+00
7.381102312355949380e-01 1.209976745216241323e+00
7.512907710790877047e-01 1.184572373585633942e+00
7.644713109225804715e-01 1.159777381720925593e+00
7.776518507660732382e-01 1.135425228673292208e+00
7.908323906095660050e-01 1.111300011569112955e+00
8.040129304530587717e-01 1.087183798905889454e+00
8.171934702965515385e-01 1.062843936810460965e+00
8.303740101400443052e-01 1.038024089784214343e+00
8.435545499835370720e-01 1.012460593953153021e+00
8.567350898270298387e-01 9.858554792304883296e-01
8.699156296705226055e-01 9.578029437041504224e-01
8.830961695140153722e-01 9.277592984785894004e-01
8.962767093575081390e-01 8.950925281320539773e-01
9.094572492010009057e-01 8.592056011380275748e-01
9.226377890444936725e-01 8.196911485784196261e-01
9.358183288879864392e-01 7.764481299447192342e-01
9.489988687314792060e-01 7.296593720304700437e-01
9.621794085749719727e-01 6.795520887529007403e-01
9.753599484184647395e-01 6.264627595648775138e-01
9.885404882619575062e-01 5.714984649596686062e-01
1.001721028105450273e+00 5.149796326558669923e-01
1.014901567948943040e+00 4.512309946863235499e-01
1.028082107792435806e+00 3.697898235010351198e-01
1.041262647635928573e+00 2.687750725960778575e-01
1.054443187479421340e+00 0.000000000000000000e+00
1.067623727322914107e+00 0.000000000000000000e+00
1.080804267166406873e+00 0.000000000000000000e+00
1.093984807009899640e+00 0.000000000000000000e+00
1.107165346853392407e+00 0.000000000000000000e+00
1.120345886696885174e+00 0.000000000000000000e+00
1.133526426540377940e+00 0.000000000000000000e+00
1.146706966383870707e+00 0.000000000000000000e+00
1.159887506227363474e+00 0.000000000000000000e+00
1.173068046070856241e+00 0.000000000000000000e+00
1.186248585914349007e+00 0.000000000000000000e+00
1.199429125757841774e+00 0.000000000000000000e+00
1.212609665601334541e+00 0.000000000000000000e+00
1.225790205444827308e+00 0.000000000000000000e+00
1.238970745288320074e+00 0.000000000000000000e+00
1.252151285131812841e+00 0.000000000000000000e+00
1.265331824975305608e+00 0.000000000000000000e+00
1.278512364818798375e+00 0.000000000000000000e+00
1.291692904662291141e+00 0.000000000000000000e+00
1.304873444505783908e+00 0.000000000000000000e+00
