 100 
  9.05560e-03  2.44911e+01
  1.97590e-02  2.44073e+01
  3.30750e-02  2.41594e+01
  4.68780e-02  2.36462e+01
  6.09430e-02  2.30971e+01
  7.47980e-02  2.25041e+01
  8.86080e-02  2.21445e+01
  1.01790e-01  2.19517e+01
  1.14840e-01  2.17408e+01
  1.27710e-01  2.14113e+01
  1.40810e-01  2.09852e+01
  1.53910e-01  2.05417e+01
  1.67150e-01  2.01613e+01
  1.80260e-01  1.98436e+01
  1.93390e-01  1.95583e+01
  2.06380e-01  1.92665e+01
  2.19410e-01  1.89566e+01
  2.32350e-01  1.86385e+01
  2.45320e-01  1.83240e+01
  2.58200e-01  1.80230e+01
  2.71110e-01  1.77345e+01
  2.83930e-01  1.74546e+01
  2.96790e-01  1.71779e+01
  3.09580e-01  1.69032e+01
  3.22430e-01  1.66312e+01
  3.35220e-01  1.63634e+01
  3.48060e-01  1.61005e+01
  3.60860e-01  1.58427e+01
  3.73700e-01  1.55896e+01
  3.86490e-01  1.53406e+01
  3.99320e-01  1.50958e+01
  4.12090e-01  1.48555e+01
  4.24880e-01  1.46198e+01
  4.37600e-01  1.43890e+01
  4.50330e-01  1.41632e+01
  4.62980e-01  1.39424e+01
  4.75620e-01  1.37266e+01
  4.88170e-01  1.35154e+01
  5.00700e-01  1.33092e+01
  5.13130e-01  1.31091e+01
  5.25520e-01  1.29147e+01
  5.37790e-01  1.27252e+01
  5.50010e-01  1.25395e+01
  5.62110e-01  1.23567e+01
  5.74130e-01  1.21770e+01
  5.86000e-01  1.20006e+01
  5.97780e-01  1.18270e+01
  6.09400e-01  1.16548e+01
  6.20890e-01  1.14829e+01
  6.32200e-01  1.13107e+01
  6.43370e-01  1.11380e+01
  6.54340e-01  1.09651e+01
  6.65140e-01  1.07923e+01
  6.75750e-01  1.06190e+01
  6.86200e-01  1.04450e+01
  6.96440e-01  1.02708e+01
  7.06530e-01  1.00959e+01
  7.16430e-01  9.91970e+00
  7.26180e-01  9.74420e+00
  7.35740e-01  9.57170e+00
  7.45150e-01  9.40250e+00
  7.54380e-01  9.23640e+00
  7.63470e-01  9.07320e+00
  7.72370e-01  8.91300e+00
  7.81130e-01  8.75620e+00
  7.89720e-01  8.60260e+00
  7.98170e-01  8.45230e+00
  8.06450e-01  8.30530e+00
  8.14600e-01  8.16140e+00
  8.22580e-01  8.02070e+00
  8.30430e-01  7.88300e+00
  8.38110e-01  7.74810e+00
  8.45680e-01  7.61610e+00
  8.53080e-01  7.48680e+00
  8.60360e-01  7.36030e+00
  8.67480e-01  7.23660e+00
  8.74480e-01  7.11580e+00
  8.81320e-01  6.99770e+00
  8.88050e-01  6.88250e+00
  8.94620e-01  6.77000e+00
  9.01080e-01  6.66050e+00
  9.07380e-01  6.55380e+00
  9.13560e-01  6.45010e+00
  9.19600e-01  6.34930e+00
  9.25520e-01  6.25140e+00
  9.31280e-01  6.15640e+00
  9.36930e-01  6.06420e+00
  9.42440e-01  5.97520e+00
  9.47830e-01  5.88720e+00
  9.53070e-01  5.80670e+00
  9.58200e-01  5.71800e+00
  9.63170e-01  5.67730e+00
  9.68050e-01  5.03990e+00
  9.72850e-01  4.42230e+00
  9.77550e-01  3.82610e+00
  9.82170e-01  3.22120e+00
  9.86750e-01  2.56900e+00
  9.91250e-01  1.85630e+00
  9.95670e-01  1.06540e+00
  1.00000e+00  1.70000e-01
